7,65
5,94
10,99
6,13
10,72
12,54
11,33
11,61
6,4
10,38
7,24
8,24
11,72
10,56
11,92
9,63
11,91
13,31
6,33
6,86
9,24
10,6
10,34
5,78
10,92
7,51
5,8
7,28
7,43
12,5
12,21
8,05
7,94
11,23
12,14
6,64
6,7
11,55
11,45
7,49
6,74
7,1
6,64
5,91
6,08
7,31
12,24
6,7
5,64
9,88
8,17
7,21
11,26
5,63
6,59
5,37
5,7
7,31
7,32
7,82
8,81
5,72
6,45
7,75
6,24
9,77
10,42
8,63
5,71
5,8
7,97
6,13
11,24
6,56
8,21
11,88
12,04
13,78
11,55
6,46
8,32
11,57
8,88
10,58
7,06
7,68
11,83
5,97
8,32
6
11,54
7,72
6,98
6,98
9,16
6,78
10,3
5,71
9,81
11,56
8,97
12,66
7,43
12,83
6,51
5,96
6,92
9,6
6,93
5,68
6,24
10,37
8,23
7,27
5,93
10,47
6,62
6,62
6,09
9,43
7,03
11,36
6,6
12,34
10,09
8,44
5,48
7,37
10,64
11,62
6,73
6,7
11,46
6,87
10,7
10,11
11,39
6,17
6,58
6,46
12,53
13,05
5,97
7,71
10,64
6,3
7,49
7,69
7,02
12,12
6,34
11,72
10,73
8,8
9,4
8,98
6,17
12,68
10,96
10,06
6,5
7,02
6,51
5,98
6,75
7,68
5,69
6,9
6,67
9,23
7,25
11,26
7,97
9,46
5,91
5,83
5,55
7,37
5,58
5,4
9,45
5,78
7,28
6,86
5,96
8,84
7,42
6,95
5,59
6,06
7,11
6,97
5,93
10,34
6,06
6,2
6,26
8,4
5,53
7,67
5,79
9,42
6,11
6,95
6,51
11,94
5,7
9,66
10,1
5,57
7,76
6,8
6,9
7,6
7,22
6,89
6,84
5,48
6,51
6,16
5,89
10,44
6,25
6,95
11,04
9,31
6,78
9,9
6,65
5,68
6,55
7,67
5,72
10,79
7,33
6,14
6,08
9,64
7,43
7,04
6,36
9,91
10,44
9,92
11,09
10,29
9,79
9,91
9,44
7,33
9,2
9,84
5,81
6,26
10,01
5,75
7,27
12,01
12,12
10,98
9,41
7,21
11,75
7,15
7,07
9,55
6,66
6,81
6,83
11,36
9,42
6,38
6,92
6,02
11,67
12,08
7,77
11,62
10,7
13,35
6,19
6,97
8,64
6,09
11,05
12,39
6,17
10,38
6,67
10,88
12,28
12,06
12,05
11,19
6,29
10,29
7,53
5,86
6,11
7,36
6,74
6,49
6,35
8,98
8,23
5,97
6,33
7,16
6,58
11,61
7,46
7,81
11,57
11,15
6,96
11,23
7,36
5,62
7,34
7,69
7,09
7,08
6,3
6,03
5,66
7,63
5,93
9,76
6,68
10,43
10,23
9,78
11,33
12,85
12,1
8,34
7,01
10,16
6,54
10,34
7,07
6,29
6,33
7,18
9,63
7,29
8,72
10,3
5,88
5,79
9,24
15,13
7,43
6,69
7,13
5,71
11,48
12,23
9,55
8,15
11,74
13,08
12,81
8,88
12,9
7,18
8,76
11,11
8,12
5,73
10,24
10,29
9,05
6,4
6,72
10,87
9,11
12,27
11,64
6,53
10,44
5,35
7,2
7,7
7,89
9,69
14,68
10,05
10,63
6,69
9,88
6,51
11,58
5,85
5,83
10,88
9,52
12,53
11,56
10,96
7,6
8,17
12,35
11,76
10,81
9,99
11,43
11,21
10,89
7,14
7,77
5,72
6,18
6,35
7,84
5,73
8,58
7,09
11
10,8
9,3
9
11,9
10,7
6,02
5,86
7,25
7,04
9,84
6,36
6,13
5,49
6,98
6,26
7,34
7,26
7,86
7,22
5,67
10,17
7,98
11,29
10,88
9,5
11,62
6,62
12,12
10,06
11,52
10,65
6,06
8,94
9,83
12,87
9,48
10,32
17,42
10,08
11,6
11,21
6,94
9,26
11,38
10,01
8,47
7,03
6,34
10,68
6,01
7,43
5,66
5,56
10,04
11,34
11,7
11,85
6,23
10,27
10,91
9,98
7,81
8,69
13,13
9,54
5,84
6,65
7,91
11,93
7,33
11,65
8,33
7,43
11,36
10,37
8,63
6,12
6,69
7,06
5,7
6,49
6,78
6,73
6,43
11,06
6,71
6,37
6,69
6,94
10,53
9,62
5,98
12,7
5,61
5,71
7,73
9,46
7,76
7,29
8,06
10,58
8,11
6,01
11,22
7,5
11,91
11,68
8,15
7,18
11,23
11,41
10,1
7,79
7,17
5,6
7,09
10,26
11,12
7,52
9,85
6,51
9,76
7,48
11,34
6,89
7,63
6,43
10,11
9,77
10,86
6,93
5,51
6,19
7,94
9,49
6,26
6,15
11,28
5,96
6,08
7,71
6,09
12,06
8,95
7,28
9,48
7,73
11,21
8,29
9,89
5,99
10,75
11,22
7,29
6,75
5,84
12,38
11,9
8,01
7,54
6,83
11,62
5,51
6,93
9,17
5,61
6,65
5,74
6,52
5,28
7,06
6,51
9,17
9,81
11,81
5,71
11,49
10,17
13,82
10,83
7,16
9,46
11,05
8,42
5,57
9,71
6,05
11,01
6,31
6,49
6,2
9,76
5,65
5,94
9,87
7,16
6,11
5,84
10,62
6,7
8,19
5,82
5,74
10,06
9,56
9,79
6,22
6,09
11,45
8,08
8,47
12,13
8,6
6,05
8,33
5,8
7,46
6,56
6,01
6,51
7,64
6,28
5,86
12,06
7,81
9,77
9,46
9,53
6,17
7,68
13,68
5,74
10,2
8,87
5,04
5,62
6,36
5,8
8,76
10,95
11,33
8,3
9,01
7,43
6,11
9,43
15,13
6,63
11,56
9,92
9,39
7,74
10,45
9,46
6,81
6,88
5,59
6,48
5,93
10,57
5,85
5,81
5,36
6,38
7,24
6,76
5,52
6,96
6,8
5,56
7,57
7,34
5,61
5,97
6,4
6,21
5,56
7,48
6,63
6,48
8,98
7,39
7,77
5,76
5,97
7,67
6,74
6,43
5,96
6,43
7,29
5,95
9,33
6,5
5,58
5,59
5,81
5,47
7,09
5,93
6,62
6,82
9,3
5,93
9,14
8,72
6,34
5,57
6,69
5,45
6,06
6,52
5,9
6,38
10,17
8,46
6,15
6,82
10,11
9,79
5,38
9,2
7,78
9,32
11,75
6,2
9,22
6,29
7,82
5,32
6,79
6,6
5,95
5,68
10,96
10,94
6,08
7,49
10,64
6,3
6,3
6,5
9,97
10,34
6,81
10,27
5,79
6,99
6,21
5,49
5,76
8,78
7,49
8,11
13,94
11,64
5,91
5,41
11,13
11,84
10,38
9,8
6,53
10,49
10,76
12,13
8,46
7,71
6,33
5,83
7,33
6,92
6,96
6,57
5,39
6,69
7,05
5,76
5,54
6,5
6,69
7,25
7,15
6,69
6,84
5,95
7,19
6,59
7,5
6,45
6,35
7,15
5,86
7,61
5,9
5,71
5,84
7,96
6,04
7,23
12,58
7,43
6,68
10,22
12,13
10,49
6,11
6,34
10,49
6,54
7,41
9,07
7,24
6,02
12,66
11,05
8,17
10,92
11,02
12,13
7,68
10,31
6,36
6,25
7,1
7,32
5,79
7,86
7,53
10,88
5,37
11,9
6,45
12,75
6,93
11,64
6,87
12,48
11,7
7,02
12,21
6,91
6,79
7,94
6,1
6,04
5,86
12,09
7,53
11,26
5,82
10,1
6,52
7,24
12,37
11,38
7,59
6,34
7,34
11,48
6,22
12,32
6,63
6,71
5,48
5,76
5,97
7,27
7,39
11,85
11,38
7,13
6,1
6,17
11,36
11,34
6,24
7,32
7,01
6,46
10,83
7,32
11,69
11,26
11,86
11,37
7,01
10,88
8,27
7,3
7,26
6,42
10,63
6,15
5,89
10,76
6,32
7,64
12,21
11,81
6,93
6,2
5,64
11,66
11,26
11,21
6,98
7,03
5,23
7,2
6,3
6,91
7,61
6,56
6,66
7,27
7,41
11,26
7,51
5,91
12,14
8,1
11,75
12,32
7,12
10,72
5,94
5,63
7,1
7,2
6,74
6,32
12,2
11,13
6,34
6,72
6,03
12,16
12,08
12,95
11,21
6,32
7,49
7,78
13,51
8,45
12,44
7,59
11,74
5,53
11,81
7,67
10,03
11,75
11,37
6
7,34
6,8
7,39
6,13
5,63
6,94
8,29
6,96
8,12
5,5
7,15
8,5
7,11
6,45
5,84
7,14
6,44
6,16
6,12
7,34
11,11
6,24
5,85
6,6
5,86
5,79
6,28
7,56
6,27
7,21
11,31
10,04
5,42
5,89
6,36
7,4
8,24
7,57
5,97
6,57
5,84
6,36
7,21
5,97
8,07
7,28
6,01
6,57
6,49
7,45
6,46
7,62
6,72
7,06
5,8
5,91
11,9
6,28
6,9
8,72
7,46
7,3
6,36
6,9
6,19
5,8
11,95
7,2
6,41
7,05
6,33
6,83
9,49
9,91
5,93
8,67
6,19
6,43
6,19
6,33
10,25
8,1
10,78
5,6
6,46
7,86
10,3
7,1
6,53
7,4
8,28
6,89
6,01
14,35
7,55
9,13
5,82
5,76
7,52
6,89
8,17
6,69
7,45
7,15
12,93
8,08
8,37
12,03
13,81
6,68
8,12
6,68
10,32
11,27
11,18
10,51
7,29
6,31
5,96
7,89
9,48
6,78
6,86
7,49
7,37
6,99
6,04
5,41
5,3
7,67
7,15
6,3
6,18
6,74
11,27
7,06
7,85
6,37
7,71
5,92
6,53
11,63
11,45
6,22
5,52
10,8
10,73
6,81
6,52
11,94
11,93
5,53
5,53
6,91
12,34
6,5
11,69
6,22
5,84
7,54
12,11
12,52
6,36
6,51
5,83
10,57
7,41
6,14
10,28
11,53
5,84
11,07
8,08
7,4
5,67
7,96
6,07
7,69
7,21
7,03
11,98
5,88
6,48
6,21
7,8
6,39
8,53
5,89
5,76
11,32
6,87
11,19
7,02
7,72
6,25
6,6
5,89
6,28
6,82
6,78
7,88
5,65
7,27
6,16
7,13
9,72
6,07
11,08
6,45
12,24
9,17
6,12
12,88
6,2
5,86
10,92
6,35
5,75
5,4
7,83
7,49
6,3
12,86
11,77
5,83
11,5
12,09
6,27
11,92
5,88
6,72
12,45
12,37
12,73
6,63
10,35
12,14
7,73
7,29
6,6
10,36
6,62
6,72
7,38
6,47
10,66
12,57
8,08
11,43
5,67
11,86
11,44
6,05
6,12
7,22
13,49
10,17
6,97
6,98
7,03
9,1
10,98
10,57
6,96
7,72
7,35
10,97
7,6
10,97
6,48
11,39
5,56
8,88
6,55
6,74
8,11
6,29
6,91
5,78
10,59
7,69
10,19
7,33
7,34
7,17
7,74
11,15
12,94
6,66
6,88
7,7
7,53
7,09
7,19
7,01
7,25
6,34
6,07
6,28
6,11
6,16
7,43
11,63
5,99
5,9
7,34
5,56
5,82
6,79
10,8
6,3
12,02
6,59
6,85
6,6
7,87
7,02
6
7,44
5,52
7,4
5,84
6,51
7,11
7,67
5,8
6,99
7,15
7,19
7,07
6,61
9,64
7,77
6,16
8,11
6,62
5,61
11,25
5,79
5,81
8,48
11,38
10,4
7,19
5,87
6,12
5,65
7,59
7,2
14,84
11,32
13,65
7,31
6,98
5,51
6,99
5,65
6,89
6,59
8,58
9,97
8,05
11,9
11,77
11,54
6,2
7,11
5,93
5,77
10,9
7,14
5,87
10,63
7,21
6,19
7,04
11,38
7,57
6,51
6,96
7,61
7,4
7,91
6,97
6,27
9,76
6,87
11,89
5,98
6,22
9,53
6,68
6,76
8,96
12,08
7,68
12,08
7,11
6,73
7,36
6,19
11,08
7,74
9,73
11,68
7,34
13,56
7,43
8,24
5,9
6,05
7,37
6,94
10,4
6,34
6,15
7,46
7,85
6,51
7,31
9,51
11,63
6,39
6,65
10,55
6,45
6,26
5,53
11,96
7,4
7,54
6,45
7,2
5,56
5,69
5,33
10,1
6,67
7,27
8,07
6,64
11,85
6,31
6,62
5,79
6,57
6,43
5,88
10,83
5,63
6,35
10,36
7,57
5,99
10,79
6,73
7,41
6,61
6,75
7,1
6,49
11,6
6,39
6,34
11,5
11,73
5,69
6,06
6,25
12,29
7,25
11,19
7,52
6,54
7,18
6,69
6,92
5,81
6,51
6
6,95
10,74
16,82
6,07
7,07
7,46
7,87
6,02
6,68
11,74
11,76
6,43
6,66
6,52
6,27
7,27
6,24
5,84
7,26
10,82
6,73
9,85
6,51
5,93
11,16
12,07
8,12
5,89
6,09
6,02
6,71
6,4
6,6
6,78
10,84
10,38
6,25
5,44
5,96
6,8
6,63
7,73
13,48
5,84
12,52
6,18
9,51
8,23
7,17
10,97
6,18
6,86
6,13
6,69
5,38
8
5,68
6,42
6,65
6,15
5,76
7,92
6,92
6,98
6,54
6,67
6,99
11,67
6,09
5,72
12,31
10,51
10,96
6,09
6,19
6,4
8,66
7,71
12,1
6,37
6,22
6,06
8,41
5,89
13,17
12,25
6,79
7,15
7,24
8,55
6,39
7,4
7,53
7,05
6,19
12,41
6,05
6,15
11,01
5,63
6,21
6,15
11,06
6,44
6,7
6,98
10,84
11,52
7,04
7,7
5,86
7,63
11,23
6,13
7,2
8,55
10,36
6,37
7,99
7,48
6
6,46
6,67
7,63
7,08
12,35
6,73
6,91
6,3
7,43
12,41
11,26
6,13
7,21
6,93
6,23
6,82
10,02
6,1
6,06
5,63
7,7
6,44
5,83
6,47
6,97
6,76
7,2
6,3
5,96
6,67
6,4
6,83
12,96
6,88
7,35
7,7
6,98
6,21
7,06
5,99
6,47
12,34
10,1
5,63
7,23
7,01
10,38
6,25
5,89
5,95
6,21
6,2
6,47
5,97
8,95
8,71
12,03
7,81
8,74
6,13
5,53
7,55
8,98
7,05
7,37
8,83
12,5
6,44
11,88
8,39
8,67
5,94
6,86
5,55
12,08
5,65
6,35
10,73
10,84
7,79
6
7,83
6,95
7,31
7,08
12,59
7,92
8,17
9,2
6,05
6,67
9,74
6,29
11,34
12,18
6,82
6,96
12,07
10,75
5,96
6,51
6,91
7,12
12,71
10,68
12,07
9,29
7,98
11,22
7,27
11,28
7,2
5,9
11,86
7,74
7,19
5,72
11,15
6,21
6,36
8,08
6,12
5,99
12,56
14,38
6,17
6,14
6,71
12,91
7,19
7,14
10,34
5,4
11,79
7,5
7,25
8,55
6,86
12,61
6,85
6,33
11,96
6,91
7,4
7,3
7,16
5,44
6,5
10,72
12,3
8,44
11,06
11,46
7,82
12,12
6,35
7,45
7,22
11,82
10,3
7,96
7,15
11,45
12,47
5,88
6,19
7,02
11,32
6,51
6,4
7,03
10,53
6,53
10,94
10,26
10,52
6,37
11,84
7,68
7,23
5,03
5,19
6,71
7,46
7,33
6,09
13,51
8,01
5,77
11,53
6,7
6,44
7,82
5,84
5,87
6,59
6,05
12,63
6,89
6,65
7,22
7,45
5,81
11,04
5,83
7,26
12,04
12,04
7,06
10,72
7,28
8,67
11,64
6,24
12,7
10,48
11,66
7,96
10,98
6,01
7,5
10,89
7,99
12,87
5,99
8,01
5,67
10,97
10,38
10,71
6,26
11,47
6,32
6,92
6,14
8,74
7,83
8,23
7,07
7,25
6,31
6,24
6,37
11
6,36
5,98
8,18
10,52
11,7
7,04
6,81
7,78
11,43
6,89
11,14
8,75
6,18
5,53
8,6
6,33
5,7
8,88
6,22
6,28
5,83
6,64
5,8
6,69
7,32
5,92
11,27
8,41
6,33
11,42
12,94
6,85
6,37
6,22
10,07
10,25
5,74
11,63
11,24
11,95
11,33
10,64
11,02
8,6
5,92
5,57
7,21
5,89
5,67
6,53
6,86
9,99
12
9,86
6,85
11,23
6,06
6,49
6,75
10,16
7,47
6,04
11,61
7,8
6,22
7,71
6,54
6,37
11,03
6,65
5,84
7,3
7,09
11,87
6,45
6,45
6,08
6,13
10,11
6,41
7,53
5,48
7,09
6,98
8,24
6,21
5,58
6,64
6,33
5,89
6,02
12,16
6,18
6,52
6,11
6,57
5,85
7,92
7,09
6,56
7,9
7,38
6,82
11,81
7,38
10,05
6,96
5,91
8,8
6,12
6,74
6,18
11,21
11,78
11,41
10,93
7,56
6,63
10,89
11,34
6,64
6,99
5,11
5,97
6,67
6,22
6,75
10,68
7,46
6,72
11,52
5,75
6,66
6,84
5,9
5,47
5,35
6,34
11,44
11,69
5,44
6,96
11,47
5,83
5,6
10,54
7,97
6,61
7,84
11,37
9,56
7,44
6,58
6,95
6,42
7,04
6,2
7,99
6,01
6,07
5,88
12,32
5,98
9,23
7,4
10,9
11,34
7,23
7,85
11,79
12,02
11,75
13,81
7,23
13,29
6,47
7,24
5,32
6,55
12,02
10,89
7,63
5,94
12,21
10,32
11,06
9,33
8,77
6,79
6,16
13,48
13,73
6,14
7,84
11,83
6,91
5,92
7,49
12,8
5,77
11
11,03
9,91
11,46
10,84
5,78
14,04
10,75
11,64
6,74
9,81
7,42
12,64
5,94
11,62
6,3
6,44
9,66
10,28
12,62
5,43
5,7
6,85
7,41
6,87
10,15
10,55
6,91
6,6
11,36
10,65
6,87
5,92
6,85
6,73
6,81
7,37
5,87
6,36
10,84
7,15
5,85
10,44
6,22
10,97
10,45
11,32
6,64
9,48
7,67
7,15
6,37
6,47
6,68
11,57
11,31
6,79
6,48
5,56
6,34
6,56
6,34
7,79
12,58
10,71
11,74
6,14
7,89
5,98
12,62
5,71
10,94
11,41
6,25
5,84
7,43
12,58
11,45
11,13
6,12
5,88
11,76
7,28
6,18
10,19
7,43
6,33
6,07
6,86
10,96
6,29
13,6
6,98
10,01
7,14
6,16
7,38
8,26
5,74
7,5
7,81
11,17
7,08
7,24
11,89
5,53
12,62
11,77
6,69
6,57
7,59
11,09
7,73
5,81
11,48
5,99
8,29
12,4
10,15
10,33
5,86
12,06
5,86
6,59
5,94
7,23
11,76
6,95
5,64
7,8
6,43
11,02
12,46
12,5
12,21
7,47
11,41
6,19
13,26
11,31
11,82
11,62
11,74
9,71
7,05
8,74
7,81
8,09
7,93
8,11
11,18
10,79
10,5
9,69
9,31
7,18
6,31
11,34
11,37
6,86
7,24
7,03
7
5,93
6,6
5,48
6,07
12,33
10,98
6,23
8,78
7,09
7,03
18,55
8,67
8,62
6,83
6,36
6,93
7,24
8,88
5,4
7,05
7,31
6,98
5,9
5,87
7,8
7,22
9,61
5,85
6,85
12,53
6,33
9,53
7,57
6,94
11,32
6,43
8,06
7,28
6,55
6,28
7,06
8,6
6,51
11,54
6,17
9,62
12,62
10,1
6,02
5,9
9,64
6,33
9,18
7,49
12,08
11,64
12,82
6,87
10,96
11,61
12,75
7,26
9,16
7,02
12,14
6,95
11,77
11,77
7,29
6,51
7,62
5,61
12,27
5,88
7,31
7,57
5,96
6,91
10,91
8,68
7,1
5,77
9,85
8,82
6,82
8,13
9,35
10,64
5,71
9,12
10,81
6,95
6,93
5,67
5,89
6,5
7,1
7,73
11,11
9,1
6,81
6,05
5,97
11,3
7,75
6,26
6,68
5,77
6,17
8,54
9,63
7,24
7,12
10,33
11,65
10,01
6,15
7,59
6,69
10,32
7,05
10,05
7,63
12,06
7,24
12,6
5,74
9,4
6,3
11,44
8,92
6,05
5,57
6,55
6,24
5,31
7,39
5,34
5,88
6,56
12,21
5,73
7,42
6,49
12,9
7,44
6,13
7,11
11,16
11,13
14,1
5,26
10,75
8
11,56
11,77
11,06
11,05
10,47
6,85
5,9
12,49
8,09
5,85
12,4
5,8
6,54
12,42
6,83
5,51
6,44
6,25
8,43
6,92
6,67
5,91
7,76
6,16
5,58
6,09
7,01
5,48
7,33
12,25
8,17
7,95
6,75
6,71
12,19
12,75
11,74
7,9
7,03
11,01
7,51
6,9
13,54
12,33
11,82
12,65
9,37
5,9
6,37
7,22
6,39
12,64
6,69
10,96
12,46
6,55
11,72
10,85
15,82
10,84
10,45
6,09
11,33
10,52
6,08
12,2
11,87
14,43
6,4
6,73
12,8
6,1
6,93
6,09
6,81
6,51
5,98
7,33
7,73
6,5
6,86
6,43
8,36
11,31
7,63
7,2
12,57
11,03
6,04
9,23
5,67
6,82
11,71
6,25
7,18
10,98
11,11
6,99
6,67
6,65
11,72
6,98
5,84
5,68
10,96
10,51
9,44
7,84
6,25
6,99
6,4
7,91
7,91
12
7,51
6,05
8,96
6,91
11,77
11,66
11,31
10,9
10,15
9,36
6,22
6,99
6,28
6,79
5,71
7,12
7
5,95
6,55
11,94
10,89
10,95
5,93
5,69
6,74
6,79
5,94
10,82
11,35
9,18
7,56
5,94
7,22
10,74
11,21
6,11
5,55
6,74
10,24
6,73
11,84
7,04
6,72
6,46
6,66
14,66
11,17
7,21
9,27
11,02
5,94
6,81
6,07
12,43
9,04
9,34
5,8
6,6
10,84
5,92
5,93
5,97
7,4
6,1
7,97
14,77
6,07
6,08
11,14
6,05
6,1
6,88
8,01
8,25
9,82
10,41
6,9
7,13
10,11
9,33
8,99
7,16
9,12
6,97
10,3
10,73
6,02
6,54
7,57
7,11
12,24
11,58
9,85
6,55
7,74
5,91
5,42
5,11
6,18
6,15
7,12
10,39
9,06
6,2
7,14
6,11
6,34
9,35
6,56
10,97
7,3
6,31
6,25
6,9
7,78
10,43
7,14
6,19
9,5
5,67
11,97
5,99
6,6
6,63
6,95
12,72
11,4
11,95
7,86
7,54
14,22
11,73
13,31
6,99
6,94
8,41
10,42
11,31
14,25
8,03
8,34
7,33
11,5
7,66
7,74
5,92
12,04
6,62
8,37
11,9
5,52
11,65
6,03
8,36
11,53
5,76
10,13
9,2
7,62
5,85
5,63
10,68
9,73
10,33
12,06
5,93
11,45
11,77
7,82
10,84
11,12
9,87
9,63
7,92
11,45
10,78
6,3
10,62
10,2
15,44
11,16
12,64
6,53
9,24
11,36
12,44
7,65
11,33
6,8
11,88
9,86
11,82
11,41
6,49
11,75
10,26
6,68
7,87
8,98
11,16
11,34
9,68
11,83
6,47
10,8
9,22
17,03
6,42
9,75
13,28
12,22
11,37
10,99
8,65
11,66
5,66
6,59
13,23
9,95
6,36
6,5
11,5
7,29
7,1
6,23
9,11
7,04
9,77
7
8,22
6,3
10,18
6,67
8,97
6,1
8,18
7,32
7,51
10,13
7,53
6,34
10,6
6,53
9,5
12,18
6,71
7,07
12,19
7,54
7,94
7,37
10,82
6,77
9,37
6,28
7,27
7,79
5,95
7,72
6,77
6,26
9,27
6,27
6,83
7,44
8,37
6,34
6,22
7,84
5,76
7,93
9,68
6,98
9,67
7,41
7,36
5,98
5,77
7,05
6,56
7,06
6,56
9,34
9,52
5,31
6,14
9,71
5,78
5,8
6,29
5,79
6,91
8,6
5,89
9,78
7,67
8,16
10,04
11,19
7,63
6,9
7,26
5,6
6,41
6,05
6,23
6,43
6,63
5,95
7,52
9,05
7,46
6,95
5,69
5,85
8,91
8,14
9,63
9,54
5,6
8,73
6,28
6,74
7,65
5,99
6,71
6,4
9,23
7,01
7,43
11,3
5,7
8,21
10,71
12,06
7,38
7,12
12,51
13,72
10,27
10,84
5,97
9,61
6,83
7,87
12,54
6,48
12,7
9,28
11,84
11,4
6,78
12,26
9,79
6,26
5,96
6,94
9,77
10,17
12,26
6,01
6,96
12,63
6,74
10,73
10,83
11,91
11,16
10,91
6,95
6,78
5,69
11,53
10,1
11,95
9,05
7,75
7,44
9,9
10,57
10,44
10,62
6,58
7,5
6,04
10,45
11,92
5,38
11,65
13,74
6,03
11,52
6,26
12,06
8,91
10,64
9,42
7,62
9,48
10,26
9,3
9,44
10,9
10,59
6,44
10,94
9,86
6,35
11,12
10,83
10,42
10,33
5,85
10,83
10,3
10,57
11,93
7,48
6,23
6,51
12,87
9,42
6,99
5,65
6,49
5,5
10,37
10,98
6,51
5,62
6,8
10,62
8,7
6,58
5,53
6,14
10,72
5,89
6,95
10,95
9,94
11,05
9,86
6,1
10,92
9,91
11,09
6,57
11,71
9,91
7,71
6,59
7,43
6,24
7,15
5,72
9,37
11,24
5,52
9,49
8,56
5,63
9,55
6,71
6,69
6,56
7,67
10,78
9,79
5,55
9,73
7,9
6,1
6,71
6,45
10,71
10,49
11,04
11,18
5,82
7,3
13,09
12,14
11,6
11,66
12,33
11,4
11,2
13,03
6,77
9,38
6,8
10,72
11,56
13,36
11,62
10,68
7,37
10,88
6,7
6,18
6,02
7,21
8,05
6,58
7,03
12,48
12,29
6,21
13,19
6,22
11,96
11,37
12,56
7,65
9,35
10,47
6,84
7,07
11,21
5,87
12,01
12,12
6
12,15
6,83
11,1
10,72
10,9
8,77
7,76
11,08
6,73
5,86
14,2
7,96
12,82
7,57
6,03
10,59
5,99
10,82
10,5
11,28
10,36
10,18
10,09
11,56
5,82
5,87
6,56
6,98
5,89
12,84
5,92
13,33
10,21
6,8
11,7
5,9
6,96
8,41
12,34
11,87
8,11
11,19
5,7
12,4
6,44
10,69
7,26
6
12,15
5,92
5,99
7,19
11,49
7,95
8,14
8,24
8,81
6,3
7,51
6,17
6,31
5,69
6,98
5,98
5,95
6
12,1
10,5
6,64
11,8
7,34
6,93
6,94
7,06
5,43
6,5
9,47
6,16
5,84
6,43
7,32
6,39
6,72
5,88
6,38
6,54
12,91
7,48
7,18
6,48
6,25
7,77
10,93
8,82
7,48
6,95
6,46
6,5
6,41
11,44
11,66
11,76
11,39
7,33
12,8
7,38
8,84
6,77
5,8
6,53
7,4
6,46
6,46
6,96
5,5
7,41
7,76
9,2
12,07
6,53
11,35
11,27
11,65
7,61
8,96
6,41
10,54
5,78
6,05
7,03
11,14
7,05
6,78
11,26
7,29
8,1
13,43
11,07
11,14
12,02
13,15
7,61
6,39
11,58
11,8
11,87
7,6
12,81
8,86
5,94
5,7
7,28
6,13
5,8
6,07
7,17
7,66
13,14
6,58
6,68
6,85
5,59
7,51
5,2
7,3
12,18
11,73
10,42
10,33
8,16
11,47
6,09
11,42
7,17
7,78
6,69
7,19
8,98
6,56
6,14
6,31
7,25
5,18
6,71
5,34
5,95
5,93
5,37
10,79
6,18
12,13
7,11
10,89
7,8
6,75
6,48
6,08
6,54
5,62
6,95
7,25
6,76
7,83
5,97
5,85
6,43
13,06
11,36
11,73
7,02
7,06
6,59
